번호,항목,값,라벨
A7_2_a5,노인 일자리 및 사회활동 지원사업 관련 교육 내용,6,정신 건강 관리 교육
A7_2_a5,노인 일자리 및 사회활동 지원사업 관련 교육 내용,7,안전교육
A7_2_a5,노인 일자리 및 사회활동 지원사업 관련 교육 내용,8,기타
A7_2_a5,노인 일자리 및 사회활동 지원사업 관련 교육 내용,9,모름/ 무응답
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,1,노인 일자리 및 사회활동 지원사업 기본방향 및 향후 전망
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,2,노인 일자리 및 사회활동 지원사업에 임하는 자세
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,3,사업 운영규칙(직장 운영 규칙) 안내
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,4,직무수행을 위한 구체적 지식.기술교육
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,5,신체 건강 관리 교육
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,6,정신 건강 관리 교육
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,7,안전교육
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,8,기타
A7_2_a6,노인 일자리 및 사회활동 지원사업 관련 교육 내용,9,모름/ 무응답
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,1,노인 일자리 및 사회활동 지원사업 기본방향 및 향후 전망
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,2,노인 일자리 및 사회활동 지원사업에 임하는 자세
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,3,사업 운영규칙(직장 운영 규칙) 안내
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,4,직무수행을 위한 구체적 지식.기술교육
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,5,신체 건강 관리 교육
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,6,정신 건강 관리 교육
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,7,안전교육
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,8,기타
A7_2_a7,노인 일자리 및 사회활동 지원사업 관련 교육 내용,9,모름/ 무응답
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,1,노인 일자리 및 사회활동 지원사업 기본방향 및 향후 전망
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,2,노인 일자리 및 사회활동 지원사업에 임하는 자세
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,3,사업 운영규칙(직장 운영 규칙) 안내
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,4,직무수행을 위한 구체적 지식.기술교육
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,5,신체 건강 관리 교육
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,6,정신 건강 관리 교육
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,7,안전교육
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,8,기타
A7_2_a8,노인 일자리 및 사회활동 지원사업 관련 교육 내용,9,모름/ 무응답
A8,이전 노인 일자리 및 사회활동 지원사업 관련 교육 대비 올해교육의 심화 여부,1,심화된 직무교육 이수
A8,이전 노인 일자리 및 사회활동 지원사업 관련 교육 대비 올해교육의 심화 여부,2,이전과 유사한 수준의 직무교육 이수
A8,이전 노인 일자리 및 사회활동 지원사업 관련 교육 대비 올해교육의 심화 여부,3,올해 직무교육을 받지 않았다
A8,이전 노인 일자리 및 사회활동 지원사업 관련 교육 대비 올해교육의 심화 여부,4,기타
A8,이전 노인 일자리 및 사회활동 지원사업 관련 교육 대비 올해교육의 심화 여부,9,모름/ 무응답
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),1,교육의 흥미도 향상
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),2,노인의 차이와 다양성을 고려한 맞춤형 교육 강화
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),3,교육횟수 또는 교육시간 조정
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),4,노인복지정책 및 서비스 등 다양한 정보전달
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),5,계속참여자를 위한 심화교육 강화
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),6,직무에 직접적으로 활용할 수 있는 교육 강화
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),7,계속참여를 장려할 수 있도록 제도 개선
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),8,기타
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),98,없음
A9_1순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(1순위),99,모름/ 무응답
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),1,교육의 흥미도 향상
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),2,노인의 차이와 다양성을 고려한 맞춤형 교육 강화
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),3,교육횟수 또는 교육시간 조정
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),4,노인복지정책 및 서비스 등 다양한 정보전달
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),5,계속참여자를 위한 심화교육 강화
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),6,직무에 직접적으로 활용할 수 있는 교육 강화
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),7,계속참여를 장려할 수 있도록 제도 개선
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),8,기타
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),98,없음
A9_2순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(2순위),99,모름/ 무응답
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),1,교육의 흥미도 향상
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),2,노인의 차이와 다양성을 고려한 맞춤형 교육 강화
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),3,교육횟수 또는 교육시간 조정
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),4,노인복지정책 및 서비스 등 다양한 정보전달
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),5,계속참여자를 위한 심화교육 강화
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),6,직무에 직접적으로 활용할 수 있는 교육 강화
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),7,계속참여를 장려할 수 있도록 제도 개선
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),8,기타
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),98,없음
A9_3순위,노인 일자리 및 사회활동 지원사업 교육에 있어 개선되어야 할 점(3순위),99,모름/ 무응답
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),1,교통문제(이동문제)
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),2,동료와의 관계
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),3,수혜자(수요처)와의 관계
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),4,소속 기관과의 관계
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),5,"기술력, 전문성(수행능력) 부족"
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),6,주변의 이목
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),7,높은 노동강도 또는 일의 어려움
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),8,일의 내용이 흥미 없음
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),9,업무 수행 시 참조 할 수 있는 자세한 안내 자료(매뉴얼) 부족
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),10,없음
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),11,기타
A10_1순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(1순위),99,모름/ 무응답
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),1,교통문제(이동문제)
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),2,동료와의 관계
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),3,수혜자(수요처)와의 관계
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),4,소속 기관과의 관계
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),5,"기술력, 전문성(수행능력) 부족"
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),6,주변의 이목
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),7,높은 노동강도 또는 일의 어려움
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),8,일의 내용이 흥미 없음
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),9,업무 수행 시 참조 할 수 있는 자세한 안내 자료(매뉴얼) 부족
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),10,없음
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),11,기타
A10_2순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(2순위),99,모름/ 무응답
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),1,교통문제(이동문제)
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),2,동료와의 관계
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),3,수혜자(수요처)와의 관계
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),4,소속 기관과의 관계
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),5,"기술력, 전문성(수행능력) 부족"
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),6,주변의 이목
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),7,높은 노동강도 또는 일의 어려움
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),8,일의 내용이 흥미 없음
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),9,업무 수행 시 참조 할 수 있는 자세한 안내 자료(매뉴얼) 부족
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),10,없음
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),11,기타
A10_3순위,노인 일자리 및 사회활동 지원사업 참여시 어려움(3순위),99,모름/ 무응답
A11_a1,사업 참여 후 변화 - 1)급여가 경제적으로 보탬이 되었다,1,전혀 그렇지 않다
A11_a1,사업 참여 후 변화 - 1)급여가 경제적으로 보탬이 되었다,2,별로 그렇지 않다
A11_a1,사업 참여 후 변화 - 1)급여가 경제적으로 보탬이 되었다,3,보통
A11_a1,사업 참여 후 변화 - 1)급여가 경제적으로 보탬이 되었다,4,약간 그렇다
A11_a1,사업 참여 후 변화 - 1)급여가 경제적으로 보탬이 되었다,5,매우 그렇다
A11_a1,사업 참여 후 변화 - 1)급여가 경제적으로 보탬이 되었다,9,모름/ 무응답
A11_a2,사업 참여 후 변화 - 2)건강상태가 좋아졌다,1,전혀 그렇지 않다
A11_a2,사업 참여 후 변화 - 2)건강상태가 좋아졌다,2,별로 그렇지 않다
A11_a2,사업 참여 후 변화 - 2)건강상태가 좋아졌다,3,보통
A11_a2,사업 참여 후 변화 - 2)건강상태가 좋아졌다,4,약간 그렇다
A11_a2,사업 참여 후 변화 - 2)건강상태가 좋아졌다,5,매우 그렇다
A11_a2,사업 참여 후 변화 - 2)건강상태가 좋아졌다,9,모름/ 무응답
A11_a3,사업 참여 후 변화 - 3)가족·친지 관계가 좋아졌다,1,전혀 그렇지 않다
A11_a3,사업 참여 후 변화 - 3)가족·친지 관계가 좋아졌다,2,별로 그렇지 않다
A11_a3,사업 참여 후 변화 - 3)가족·친지 관계가 좋아졌다,3,보통
A11_a3,사업 참여 후 변화 - 3)가족·친지 관계가 좋아졌다,4,약간 그렇다
A11_a3,사업 참여 후 변화 - 3)가족·친지 관계가 좋아졌다,5,매우 그렇다
A11_a3,사업 참여 후 변화 - 3)가족·친지 관계가 좋아졌다,9,모름/ 무응답
A11_a4,사업 참여 후 변화 - 4) 친구·이웃·직장동료와의 관계가 좋아졌다,1,전혀 그렇지 않다
A11_a4,사업 참여 후 변화 - 4) 친구·이웃·직장동료와의 관계가 좋아졌다,2,별로 그렇지 않다
